Price,Adj Close,Close,High,Low,Open,Volume,return,volatility
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,,
Date,,,,,,,,
2022-11-01,90.17599487304688,90.5,96.16500091552734,90.43000030517578,95.58999633789062,43220600,,
2022-11-02,86.75827026367188,87.06999969482422,91.30000305175781,87.01000213623047,90.91000366210938,43553600,-3.790055585829588,
2022-11-03,83.19109344482422,83.48999786376953,86.55000305175781,83.44999694824219,86.34500122070312,48510400,-4.1116364345956224,
2022-11-04,86.38959503173828,86.69999694824219,86.7300033569336,83.87999725341797,85.51000213623047,40173300,3.844770830765154,
2022-11-07,88.33261108398438,88.6500015258789,88.94000244140625,86.95999908447266,87.33999633789062,26899900,2.2491403071223104,
2022-11-08,88.59168243408203,88.91000366210938,90.40499877929688,87.6500015258789,89.16000366210938,30172000,0.29329061675713586,56.53768634609926
2022-11-09,87.08708953857422,87.4000015258789,89.48999786376953,87.36000061035156,88.54499816894531,26743900,-1.698348975407793,49.97963566188295
2022-11-10,93.83284759521484,94.16999816894531,94.55000305175781,91.6500015258789,92.33999633789062,42371200,7.745991447221923,57.17391764278098
2022-11-11,96.3836898803711,96.7300033569336,97.36000061035156,94.16000366210938,94.70999908447266,30569100,2.718493403170208,56.03661591768717
2022-11-14,95.68618774414062,96.02999877929688,97.18000030517578,95.11299896240234,95.5,24170100,-0.7236685137430476,59.918498914785765
2022-11-15,98.36656188964844,98.72000122070312,100.41999816894531,97.0199966430664,98.66999816894531,31831000,2.8012105337922755,58.93291351457782
2022-11-16,98.63558959960938,98.98999786376953,99.8499984741211,97.9020004272461,98.0199966430664,24660200,0.27349740653141996,52.040994337925106
2022-11-17,98.14734649658203,98.5,99.4800033569336,97.0999984741211,97.18000030517578,21818700,-0.49499734755411584,27.37516328132182
2022-11-18,97.4498519897461,97.80000305175781,99.16000366210938,96.73999786376953,99.01000213623047,24969900,-0.7106568002458791,23.722898997157074
2022-11-21,95.48690795898438,95.83000183105469,98.72000122070312,95.66999816894531,97.55999755859375,18696900,-2.0143161137332055,28.313738949587258
2022-11-22,96.98153686523438,97.33000183105469,97.5479965209961,94.41000366210938,96.16000366210938,18868900,1.5652718056339499,20.926157559170413
2022-11-23,98.46620178222656,98.81999969482422,99.06900024414062,97.33999633789062,97.33999633789062,17568900,1.5308721213792564,24.59025261866552
2022-11-25,97.25056457519531,97.5999984741211,98.94000244140625,97.52999877929688,98.46499633789062,8567800,-1.2345691403265802,26.001282670356538
2022-11-28,95.90540313720703,96.25,97.83000183105469,95.88999938964844,97.19999694824219,19974500,-1.3831951795358344,27.284631474217626
2022-11-29,95.09830474853516,95.44000244140625,96.38999938964844,94.38999938964844,96.0,20220000,-0.841555905032465,23.696222085152367
2022-11-30,101.08677673339844,101.44999694824219,101.44999694824219,94.66999816894531,95.12000274658203,39888100,6.2971441252064775,51.63859239848328
2022-12-01,100.91739654541016,101.27999877929688,102.58999633789062,100.66999816894531,101.4000015258789,21771500,-0.16756843179802638,51.68466281276498
2022-12-02,100.46900939941406,100.83000183105469,101.1500015258789,99.16999816894531,99.37000274658203,18821500,-0.44430978837469715,50.26602642436345
2022-12-05,99.51244354248047,99.87000274658203,101.75,99.3550033569336,99.81500244140625,19955500,-0.9520966647220575,49.22715862157327
2022-12-06,96.96160125732422,97.30999755859375,100.20999908447266,96.76000213623047,99.66999816894531,20877600,-2.5633374562772704,54.075403385212475
2022-12-07,94.80934143066406,95.1500015258789,97.30999755859375,95.0250015258789,96.7699966430664,26647900,-2.2197061832359366,16.97318989535273
2022-12-08,93.61363220214844,93.94999694824219,95.87000274658203,93.80000305175781,95.69000244140625,25593200,-1.2611713698295057,14.019260847346834
2022-12-09,92.73678588867188,93.06999969482422,94.48999786376953,93.0199966430664,93.9000015258789,21885300,-0.9366655476346297,12.00010048487706
2022-12-12,93.22502136230469,93.55999755859375,93.875,91.9000015258789,93.08999633789062,27380900,0.526483147497836,19.297528258713708
2022-12-13,95.5068359375,95.8499984741211,99.80000305175781,95.37999725341797,98.06999969482422,34788500,2.4476282335227584,28.88807219775536
2022-12-14,94.96876525878906,95.30999755859375,97.22000122070312,93.94000244140625,95.54000091552734,26452900,-0.5633812458256227,23.870290310626704
2022-12-15,90.87347412109375,91.19999694824219,94.02999877929688,90.43000030517578,93.54000091552734,28298800,-4.3122450064326685,39.2450556829482
2022-12-16,90.53470611572266,90.86000061035156,91.75,90.01000213623047,91.19999694824219,48485500,-0.37280301454788445,39.11496263360593
2022-12-19,88.83082580566406,89.1500015258789,91.19999694824219,88.92500305175781,90.87999725341797,23020500,-1.8820152685293245,39.04527887794682
2022-12-20,89.3091049194336,89.62999725341797,89.77999877929688,88.04000091552734,88.7300033569336,21976800,0.5384135943056867,29.90221110729296
2022-12-21,89.92688751220703,90.25,90.91500091552734,88.91000366210938,89.7300033569336,20336400,0.6917357643435373,33.059666025737876
2022-12-22,87.94401550292969,88.26000213623047,89.18000030517578,86.94000244140625,88.93000030517578,23656100,-2.2049837825701135,21.33508652277559
2022-12-23,89.48845672607422,89.80999755859375,90.0999984741211,87.62000274658203,87.62000274658203,17815000,1.7561697086420303,27.51166629928415
2022-12-27,87.61519622802734,87.93000030517578,89.5,87.53500366210938,89.30999755859375,15470900,-2.0933050935575626,28.34405087803322
2022-12-28,86.15045166015625,86.45999908447266,88.5199966430664,86.37000274658203,87.5,17879600,-1.6717857563985472,28.750222333709626
2022-12-29,88.63153839111328,88.94999694824219,89.36499786376953,86.98999786376953,87.02999877929688,18280700,2.8799420427205513,38.11622240413757
2022-12-30,88.4123306274414,88.7300033569336,88.83000183105469,87.02999877929688,87.36499786376953,19190300,-0.24732276431285172,34.17479664100875
2023-01-03,89.37885284423828,89.69999694824219,91.55000305175781,89.0199966430664,89.83000183105469,20738500,1.0931968382854818,32.46210653447972
2023-01-04,88.39239501953125,88.70999908447266,91.23999786376953,87.80000305175781,91.01000213623047,27046500,-1.103676585787139,29.036303141551173
2023-01-05,86.45934295654297,86.7699966430664,88.20999908447266,86.55999755859375,88.06999969482422,23136100,-2.18690391323183,31.262181025677414
2023-01-06,87.84437561035156,88.16000366210938,88.47000122070312,85.56999969482422,87.36000061035156,26612600,1.6019443042747161,24.69630939125695
2023-01-09,88.48208618164062,88.80000305175781,90.83000183105469,88.58000183105469,89.19499969482422,22996700,0.7259520905890104,25.455647431763317
2023-01-10,88.92050170898438,89.23999786376953,89.4749984741211,86.69999694824219,86.72000122070312,22855600,0.49548963613803565,24.199824996054048
2023-01-11,91.9296875,92.26000213623047,92.44999694824219,89.73999786376953,90.05999755859375,25998800,3.3841375445471833,32.08516589938666
2023-01-12,91.58094787597656,91.91000366210938,92.62000274658203,90.56999969482422,92.4000015258789,22754200,-0.37936100803931394,22.64768236843928
2023-01-13,92.4677505493164,92.80000305175781,92.9800033569336,90.93000030517578,91.52799987792969,18630700,0.9683378894427719,22.32304325816788
2023-01-17,91.8300552368164,92.16000366210938,92.97000122070312,90.83999633789062,92.77999877929688,22935800,-0.689654492027858,25.595670362105086
2023-01-18,91.45140075683594,91.77999877929688,93.58799743652344,91.4000015258789,92.94000244140625,19641600,-0.41233167069494314,26.952728002831385
2023-01-19,93.57378387451172,93.91000366210938,94.4000015258789,91.37999725341797,91.38999938964844,28707700,2.320772402639193,20.173146981769506
2023-01-20,98.92455291748047,99.27999877929688,99.41999816894531,95.91000366210938,95.94999694824219,53704800,5.718235446469455,41.37173459915166
2023-01-23,100.84764099121094,101.20999908447266,101.4000015258789,98.75,99.12999725341797,31791800,1.9439971080844165,41.03987650999647
2023-01-24,98.85480499267578,99.20999908447266,101.08999633789062,98.69999694824219,99.55000305175781,27391400,-1.9760893371125743,46.5550434801392
2023-01-25,96.3836898803711,96.7300033569336,97.72000122070312,95.26200103759766,97.19999694824219,31000900,-2.4997437258591826,53.804504175372436
2023-01-26,98.80498504638672,99.16000366210938,99.20999908447266,96.81999969482422,98.27999877929688,24542100,2.5121474422047596,54.09411010719564
2023-01-27,100.34943389892578,100.70999908447266,101.58000183105469,98.97000122070312,99.05000305175781,29020400,1.5631256203306965,37.406770785612615
2023-01-30,97.59931182861328,97.94999694824219,99.40899658203125,97.5199966430664,98.74500274658203,24365100,-2.7405442968135296,39.2434161686853
2023-01-31,99.51244354248047,99.87000274658203,99.91000366210938,97.79000091552734,97.86000061035156,22306800,1.9601897479939678,40.65038970089975
2023-02-01,101.06684875488281,101.43000030517578,102.19000244140625,98.41999816894531,99.73999786376953,26392600,1.5620281522893409,33.51469088844527
2023-02-02,108.41046905517578,108.80000305175781,108.81999969482422,106.54000091552734,106.79000091552734,46622600,7.266097529732485,56.43746250673373
2023-02-03,104.8432846069336,105.22000122070312,108.0199966430664,103.30000305175781,103.51000213623047,36823400,-3.29044276713083,67.76463310941189
2023-02-06,103.09955596923828,103.47000122070312,104.69999694824219,102.20999908447266,102.68499755859375,25573000,-1.6631818852855806,64.41555358992642
2023-02-07,107.65319061279297,108.04000091552734,108.66999816894531,103.5479965209961,103.62999725341797,33738800,4.416738804396392,68.54954707182677
2023-02-08,99.64197540283203,100.0,103.58000183105469,98.45500183105469,102.69000244140625,73546000,-7.441689047942102,94.30785587676075
2023-02-09,95.11823272705078,95.45999908447266,100.61000061035156,93.86000061035156,100.54000091552734,97798600,-4.540000915527342,69.98667315384094
2023-02-10,94.52037811279297,94.86000061035156,97.0199966430664,94.52999877929688,95.73999786376953,49325300,-0.6285339198360496,70.64975452580285
2023-02-13,94.65987396240234,95.0,95.3499984741211,94.05000305175781,95.01000213623047,43116600,0.14758527171372382,72.29764913027775
2023-02-14,94.61006164550781,94.94999694824219,95.17500305175781,92.6500015258789,94.66000366210938,42513100,-0.052634791324013275,53.29411643733776
2023-02-15,96.75235748291016,97.0999984741211,97.33999633789062,94.36000061035156,94.73999786376953,36964500,2.2643513375265156,39.35160824019581
2023-02-16,95.43708801269531,95.77999877929688,97.87999725341797,94.97000122070312,95.54000091552734,35642100,-1.3594229820467207,21.543972326534835
2023-02-17,94.2513427734375,94.58999633789062,95.75,93.44999694824219,95.06999969482422,31095100,-1.2424331348639295,23.184042438242514
2023-02-21,91.72044372558594,92.05000305175781,93.41500091552734,92.0,93.23999786376953,28367200,-2.6852662908026237,29.52910134813578
2023-02-22,91.4713363647461,91.80000305175781,92.36000061035156,90.87000274658203,91.93399810791016,29891100,-0.27159151734023057,29.30643320084413
2023-02-23,90.74394989013672,91.06999969482422,92.12999725341797,90.01000213623047,92.12999725341797,32423700,-0.795210602032348,14.273770257162585
2023-02-24,89.03010559082031,89.3499984741211,90.12999725341797,88.86000061035156,89.62999725341797,31295600,-1.888658423703582,14.958869372928648
2023-02-27,89.77742004394531,90.0999984741211,90.44999694824219,89.61000061035156,90.08999633789062,22724300,0.8393956494775257,21.849569599207694
2023-02-28,89.97669982910156,90.30000305175781,91.44999694824219,89.5199966430664,89.54000091552734,30546900,0.22198066706311526,16.47721527675772
2023-03-01,90.18595123291016,90.51000213623047,91.19999694824219,89.8499984741211,90.16000366210938,26323900,0.23255711780241217,17.062233947437942
