Date,RACE
2020-11-04,197.17420959472656
2020-11-05,201.94265747070312
2020-11-06,202.83006286621094
2020-11-09,200.6847381591797
2020-11-10,199.5145721435547
2020-11-11,204.0684814453125
2020-11-12,200.37269592285156
2020-11-13,201.5526123046875
2020-11-16,202.5082550048828
2020-11-17,205.12164306640625
2020-11-18,208.7101593017578
2020-11-19,208.84669494628906
2020-11-20,204.5268096923828
2020-11-23,204.7413330078125
2020-11-24,205.07289123535156
2020-11-25,207.11094665527344
2020-11-27,207.45223999023438
2020-11-30,205.8627471923828
2020-12-01,209.06121826171875
2020-12-02,209.43177795410156
2020-12-03,209.9973602294922
2020-12-04,205.1118927001953
2020-12-07,205.42393493652344
2020-12-08,208.68092346191406
2020-12-09,209.60731506347656
2020-12-10,208.61265563964844
2020-12-11,209.54879760742188
2020-12-14,211.02125549316406
2020-12-15,215.5361785888672
2020-12-16,216.6673583984375
2020-12-17,218.1690673828125
2020-12-18,220.11935424804688
2020-12-21,219.0564422607422
2020-12-22,221.8843536376953
2020-12-23,219.73904418945312
2020-12-24,219.92433166503906
2020-12-28,222.92776489257812
2020-12-29,223.9321746826172
2020-12-30,223.98094177246094
2020-12-31,223.81517028808594
2021-01-04,221.36753845214844
2021-01-05,220.46066284179688
2021-01-06,216.23829650878906
2021-01-07,216.57958984375
2021-01-08,212.55224609375
2021-01-11,212.54249572753906
2021-01-12,212.54249572753906
2021-01-13,216.17977905273438
2021-01-14,210.78724670410156
2021-01-15,204.84860229492188
2021-01-19,205.1996307373047
2021-01-20,208.33961486816406
2021-01-21,210.76773071289062
2021-01-22,206.7989044189453
2021-01-25,204.9363555908203
2021-01-26,203.31761169433594
2021-01-27,202.0986785888672
2021-01-28,201.83538818359375
2021-01-29,203.00555419921875
2021-02-01,211.5966033935547
2021-02-02,202.62527465820312
2021-02-03,195.0288848876953
2021-02-04,196.32583618164062
2021-02-05,197.6422882080078
2021-02-08,203.49313354492188
2021-02-09,203.980712890625
2021-02-10,202.0011749267578
2021-02-11,199.83633422851562
2021-02-12,200.24591064453125
2021-02-16,196.94992065429688
2021-02-17,194.9606170654297
2021-02-18,194.4925537109375
2021-02-19,193.36138916015625
2021-02-22,191.83042907714844
2021-02-23,191.91818237304688
2021-02-24,191.5281219482422
2021-02-25,189.98739624023438
2021-02-26,192.47401428222656
2021-03-01,192.7860565185547
2021-03-02,191.59637451171875
2021-03-03,186.69140625
2021-03-04,183.1126251220703
2021-03-05,184.2047882080078
2021-03-08,183.83424377441406
2021-03-09,188.2321319580078
2021-03-10,187.0619659423828
2021-03-11,191.9279327392578
2021-03-12,190.9430389404297
2021-03-15,190.76751708984375
2021-03-16,191.73291015625
2021-03-17,192.63003540039062
2021-03-18,189.81185913085938
2021-03-19,192.16197204589844
2021-03-22,202.88856506347656
2021-03-23,197.77880859375
2021-03-24,195.3701934814453
2021-03-25,198.88070678710938
2021-03-26,199.18299865722656
2021-03-29,199.34878540039062
2021-03-30,203.5809326171875
2021-03-31,204.07823181152344
2021-04-01,202.86904907226562
2021-04-05,208.21286010742188
2021-04-06,203.990478515625
2021-04-07,203.61016845703125
2021-04-08,203.97096252441406
2021-04-09,204.00021362304688
2021-04-12,206.7111358642578
2021-04-13,204.9753875732422
2021-04-14,202.2644500732422
2021-04-15,205.7067108154297
2021-04-16,206.73062133789062
2021-04-19,207.94476318359375
2021-04-20,205.6419219970703
2021-04-21,210.44363403320312
2021-04-22,208.80712890625
2021-04-23,211.57057189941406
2021-04-26,213.67747497558594
2021-04-27,214.55941772460938
2021-04-28,213.21690368652344
2021-04-29,212.1095428466797
2021-04-30,209.1109161376953
2021-05-03,213.60888671875
2021-05-04,198.90966796875
2021-05-05,199.17425537109375
2021-05-06,196.0972137451172
2021-05-07,196.47940063476562
2021-05-10,195.55825805664062
2021-05-11,193.91192626953125
2021-05-12,191.64825439453125
2021-05-13,193.28477478027344
2021-05-14,194.66648864746094
2021-05-17,197.60633850097656
2021-05-18,199.4976348876953
2021-05-19,198.6842803955078
2021-05-20,203.92698669433594
2021-05-21,206.9942169189453
2021-05-24,207.96438598632812
2021-05-25,208.73854064941406
2021-05-26,208.2583770751953
2021-05-27,205.7888946533203
2021-05-28,206.68064880371094
2021-06-01,208.4347381591797
2021-06-02,210.1104736328125
2021-06-03,211.1099853515625
2021-06-04,212.53094482421875
2021-06-07,214.9709930419922
2021-06-08,214.43203735351562
2021-06-09,207.9251708984375
2021-06-10,207.40579223632812
2021-06-11,207.0726318359375
2021-06-14,201.16354370117188
2021-06-15,200.39918518066406
2021-06-16,198.6842803955078
2021-06-17,196.89097595214844
2021-06-18,196.07763671875
2021-06-21,198.12570190429688
2021-06-22,197.4495391845703
2021-06-23,196.0972137451172
2021-06-24,199.20364379882812
2021-06-25,200.12481689453125
2021-06-28,201.30075073242188
2021-06-29,202.72164916992188
2021-06-30,201.91810607910156
2021-07-01,199.47802734375
2021-07-02,202.6432647705078
2021-07-06,201.73191833496094
2021-07-07,202.87844848632812
2021-07-08,201.53591918945312
2021-07-09,204.88734436035156
2021-07-12,205.3773193359375
2021-07-13,205.45570373535156
2021-07-14,206.10247802734375
2021-07-15,202.6922607421875
2021-07-16,202.74127197265625
2021-07-19,200.0170135498047
2021-07-20,200.04640197753906
2021-07-21,201.48692321777344
2021-07-22,203.0548553466797
2021-07-23,207.85658264160156
2021-07-26,207.73899841308594
2021-07-27,207.15101623535156
2021-07-28,207.98399353027344
2021-07-29,211.9037628173828
2021-07-30,213.9126434326172
2021-08-02,207.89576721191406
2021-08-03,207.0628204345703
2021-08-04,207.49400329589844
2021-08-05,215.02000427246094
2021-08-06,215.05918884277344
2021-08-09,217.66586303710938
2021-08-10,216.76429748535156
2021-08-11,219.54734802246094
2021-08-12,218.773193359375
2021-08-13,221.35044860839844
2021-08-16,221.3406524658203
2021-08-17,214.85340881347656
2021-08-18,213.97145080566406
2021-08-19,208.88552856445312
2021-08-20,209.82626342773438
2021-08-23,212.7857208251953
2021-08-24,210.77682495117188
2021-08-25,213.60888671875
2021-08-26,210.33583068847656
2021-08-27,211.982177734375
2021-08-30,213.2266845703125
2021-08-31,213.04051208496094
2021-09-01,213.10910034179688
2021-09-02,215.1179962158203
2021-09-03,214.392822265625
2021-09-07,216.10775756835938
2021-09-08,214.9416046142578
2021-09-09,215.14739990234375
2021-09-10,214.7064208984375
2021-09-13,214.89259338378906
2021-09-14,216.35272216796875
2021-09-15,217.03868103027344
2021-09-16,214.4712371826172
2021-09-17,212.05076599121094
2021-09-20,208.89532470703125
2021-09-21,210.40444946289062
2021-09-22,211.51177978515625
2021-09-23,212.76611328125
2021-09-24,213.0993194580078
2021-09-27,212.2075653076172
2021-09-28,207.0726318359375
2021-09-29,205.18133544921875
2021-09-30,204.92654418945312
2021-10-01,204.99513244628906
2021-10-04,203.08425903320312
2021-10-05,205.5047149658203
2021-10-06,203.41741943359375
2021-10-07,206.9844512939453
2021-10-08,208.6307373046875
2021-10-11,210.84542846679688
2021-10-12,211.2961883544922
2021-10-13,209.7576904296875
2021-10-14,218.86138916015625
2021-10-15,219.9197235107422
2021-10-18,217.9402313232422
2021-10-19,220.184326171875
2021-10-20,218.5673828125
2021-10-21,220.10592651367188
2021-10-22,218.52821350097656
2021-10-25,226.37757873535156
2021-10-26,225.38784790039062
2021-10-27,226.7989501953125
2021-10-28,230.34637451171875
2021-10-29,232.4140625
2021-11-01,234.93252563476562
2021-11-02,243.82064819335938
2021-11-03,250.55288696289062
2021-11-04,252.16978454589844
2021-11-05,257.2557067871094
2021-11-08,255.50160217285156
2021-11-09,251.52304077148438
2021-11-10,247.9070281982422
2021-11-11,252.92437744140625
2021-11-12,253.3849334716797
2021-11-15,253.65931701660156
2021-11-16,252.71856689453125
2021-11-17,260.9402770996094
2021-11-18,260.4699401855469
2021-11-19,265.86944580078125
2021-11-22,269.7794189453125
2021-11-23,261.606689453125
2021-11-24,262.9491882324219
2021-11-26,257.44189453125
2021-11-29,260.4405212402344
2021-11-30,255.23703002929688
2021-12-01,251.70919799804688
2021-12-02,257.216552734375
2021-12-03,253.62010192871094
2021-12-06,253.34573364257812
2021-12-07,260.56793212890625
2021-12-08,261.7144775390625
2021-12-09,255.03125
2021-12-10,256.0601501464844
2021-12-13,253.2183380126953
2021-12-14,248.2303924560547
2021-12-15,255.24684143066406
2021-12-16,251.43482971191406
2021-12-17,247.44644165039062
2021-12-20,244.5948028564453
2021-12-21,244.02642822265625
2021-12-22,245.67274475097656
2021-12-23,248.37741088867188
2021-12-27,252.96356201171875
2021-12-28,252.33639526367188
2021-12-29,252.63034057617188
2021-12-30,251.67979431152344
2021-12-31,253.62991333007812
2022-01-03,254.28646850585938
2022-01-04,263.7919921875
2022-01-05,257.5202941894531
2022-01-06,256.3345642089844
2022-01-07,251.86599731445312
2022-01-10,249.1221466064453
2022-01-11,249.23974609375
2022-01-12,253.2281494140625
2022-01-13,245.9765167236328
2022-01-14,240.46923828125
2022-01-18,231.90447998046875
2022-01-19,234.2857666015625
2022-01-20,231.85549926757812
2022-01-21,227.65151977539062
2022-01-24,227.0733642578125
2022-01-25,222.1148223876953
2022-01-26,221.7228240966797
2022-01-27,216.68589782714844
2022-01-28,222.4283905029297
2022-01-31,226.32859802246094
2022-02-01,230.7677459716797
2022-02-02,233.6291961669922
2022-02-03,224.92726135253906
2022-02-04,225.51524353027344
2022-02-07,220.9976806640625
2022-02-08,222.53619384765625
2022-02-09,229.1116485595703
2022-02-10,219.99813842773438
2022-02-11,213.79505920410156
2022-02-14,213.83425903320312
2022-02-15,219.74334716796875
2022-02-16,219.57675170898438
2022-02-17,216.53892517089844
2022-02-18,215.9607391357422
2022-02-22,212.08995056152344
2022-02-23,210.9826202392578
2022-02-24,211.2276153564453
2022-02-25,209.14031982421875
2022-02-28,210.99241638183594
2022-03-01,204.29937744140625
2022-03-02,205.84768676757812
2022-03-03,199.6544189453125
2022-03-04,194.43130493164062
2022-03-07,179.5753173828125
2022-03-08,177.84078979492188
2022-03-09,193.75514221191406
2022-03-10,189.09060668945312
2022-03-11,186.63092041015625
2022-03-14,189.06118774414062
2022-03-15,191.2856903076172
2022-03-16,204.7109375
2022-03-17,205.32830810546875
2022-03-18,205.40672302246094
2022-03-21,203.3782196044922
2022-03-22,208.1309814453125
2022-03-23,203.71141052246094
2022-03-24,208.84632873535156
2022-03-25,209.06190490722656
2022-03-28,210.13987731933594
2022-03-29,218.42041015625
2022-03-30,216.75450134277344
2022-03-31,213.71665954589844
2022-04-01,216.64671325683594
2022-04-04,226.78916931152344
2022-04-05,221.25245666503906
2022-04-06,215.7843475341797
2022-04-07,216.9602813720703
2022-04-08,215.1082000732422
2022-04-11,216.33311462402344
2022-04-12,217.2640838623047
2022-04-13,218.98878479003906
2022-04-14,215.5785675048828
2022-04-18,216.07833862304688
2022-04-19,219.8458709716797
2022-04-20,218.65216064453125
2022-04-21,213.96620178222656
2022-04-22,207.62289428710938
2022-04-25,210.49365234375
2022-04-26,203.0158233642578
2022-04-27,205.0875244140625
2022-04-28,211.1546173095703
2022-04-29,206.91259765625
2022-05-02,207.72152709960938
2022-05-03,211.34205627441406
2022-05-04,208.89549255371094
2022-05-05,199.33612060546875
2022-05-06,195.19273376464844
2022-05-09,187.9911346435547
2022-05-10,188.13912963867188
2022-05-11,185.95892333984375
2022-05-12,186.44232177734375
2022-05-13,191.29598999023438
2022-05-16,185.08090209960938
2022-05-17,189.7767333984375
2022-05-18,180.7007598876953
2022-05-19,185.8997344970703
2022-05-20,186.92568969726562
2022-05-23,187.103271484375
2022-05-24,187.95169067382812
2022-05-25,188.4646759033203
2022-05-26,194.36407470703125
2022-05-27,199.13880920410156
2022-05-31,192.34170532226562
2022-06-01,186.61988830566406
2022-06-02,195.21246337890625
2022-06-03,187.15260314941406
2022-06-06,190.6646270751953
2022-06-07,188.58306884765625
2022-06-08,189.28347778320312
2022-06-09,184.92306518554688
2022-06-10,179.3689727783203
2022-06-13,169.1979522705078
2022-06-14,166.4751434326172
2022-06-15,174.48568725585938
2022-06-16,171.7135772705078
2022-06-17,173.65701293945312
2022-06-21,181.9437713623047
2022-06-22,181.27294921875
2022-06-23,183.10787963867188
2022-06-24,189.3525390625
2022-06-27,183.94642639160156
2022-06-28,182.57516479492188
2022-06-29,182.3087921142578
2022-06-30,181.00657653808594
2022-07-01,185.40646362304688
2022-07-05,187.41896057128906
2022-07-06,187.2512664794922
2022-07-07,189.97406005859375
2022-07-08,191.01976013183594
2022-07-11,188.10951232910156
2022-07-12,186.31405639648438
2022-07-13,188.5435791015625
2022-07-14,186.20553588867188
2022-07-15,190.86192321777344
2022-07-18,192.45022583007812
2022-07-19,196.29763793945312
2022-07-20,192.95333862304688
2022-07-21,199.31637573242188
2022-07-22,197.72808837890625
2022-07-25,198.89219665527344
2022-07-26,193.0125274658203
2022-07-27,198.02403259277344
2022-07-28,204.6929168701172
2022-07-29,208.3824920654297
2022-08-01,210.33583068847656
2022-08-02,208.195068359375
2022-08-03,212.79225158691406
2022-08-04,213.08819580078125
2022-08-05,209.0829315185547
2022-08-08,210.68109130859375
2022-08-09,207.63275146484375
2022-08-10,212.1016845703125
2022-08-11,212.3680419921875
2022-08-12,212.9007568359375
2022-08-15,211.76626586914062
2022-08-16,209.2999725341797
2022-08-17,208.53048706054688
2022-08-18,209.5071258544922
2022-08-19,204.2489776611328
2022-08-22,197.85633850097656
2022-08-23,199.1782684326172
2022-08-24,200.85536193847656
2022-08-25,204.13059997558594
2022-08-26,195.12367248535156
2022-08-29,196.30751037597656
2022-08-30,192.7954864501953
2022-08-31,192.03587341308594
2022-09-01,191.23680114746094
2022-09-02,188.60276794433594
2022-09-06,187.7839813232422
2022-09-07,192.6376495361328
2022-09-08,191.09869384765625
2022-09-09,193.16050720214844
2022-09-12,199.24732971191406
2022-09-13,192.88429260253906
2022-09-14,196.92901611328125
2022-09-15,193.9891815185547
2022-09-16,194.2456817626953
2022-09-19,195.76492309570312
2022-09-20,191.38478088378906
2022-09-21,189.88526916503906
2022-09-22,186.58042907714844
2022-09-23,183.73924255371094
2022-09-26,183.91680908203125
2022-09-27,186.6396026611328
2022-09-28,188.65211486816406
2022-09-29,183.90695190429688
2022-09-30,182.50608825683594
2022-10-03,184.18316650390625
2022-10-04,191.16773986816406
2022-10-05,190.91123962402344
2022-10-06,188.3068389892578
2022-10-07,182.50608825683594
2022-10-10,179.65505981445312
2022-10-11,180.6810302734375
2022-10-12,180.039794921875
2022-10-13,180.97698974609375
2022-10-14,178.19500732421875
2022-10-17,186.04769897460938
2022-10-18,188.4449462890625
2022-10-19,185.0414581298828
2022-10-20,184.1437225341797
2022-10-21,185.83065795898438
2022-10-24,189.14537048339844
2022-10-25,193.86093139648438
2022-10-26,194.5218963623047
2022-10-27,193.64389038085938
2022-10-28,195.97207641601562
2022-10-31,194.117431640625
2022-11-01,194.3048858642578
2022-11-02,189.0072479248047
2022-11-03,189.9247283935547
2022-11-04,196.51466369628906
2022-11-07,197.19537353515625
2022-11-08,201.54591369628906
2022-11-09,198.7738037109375
2022-11-10,209.9313507080078
2022-11-11,213.9365997314453
2022-11-14,209.89186096191406
2022-11-15,212.53575134277344
2022-11-16,211.0559844970703
2022-11-17,210.67123413085938
2022-11-18,213.41375732421875
2022-11-21,211.23353576660156
2022-11-22,213.44334411621094
2022-11-23,214.65675354003906
2022-11-25,215.19935607910156
2022-11-28,213.0388641357422
2022-11-29,212.31871032714844
2022-11-30,220.0431671142578
2022-12-01,225.00535583496094
2022-12-02,223.52557373046875
2022-12-05,220.66465759277344
2022-12-06,218.1194610595703
2022-12-07,217.1132049560547
2022-12-08,217.35983276367188
2022-12-09,217.74456787109375
2022-12-12,219.53016662597656
2022-12-13,222.4502716064453
2022-12-14,222.14443969726562
2022-12-15,219.40191650390625
2022-12-16,215.1697540283203
2022-12-19,213.21644592285156
2022-12-20,211.20394897460938
2022-12-21,211.01649475097656
2022-12-22,209.69456481933594
2022-12-23,208.16546630859375
2022-12-27,209.14212036132812
2022-12-28,207.4157257080078
2022-12-29,213.6702423095703
2022-12-30,211.3321990966797
2023-01-03,212.4666748046875
2023-01-04,216.70872497558594
2023-01-05,213.16712951660156
2023-01-06,221.0592803955078
2023-01-09,225.68606567382812
2023-01-10,228.8231964111328
2023-01-11,230.55947875976562
2023-01-12,232.66073608398438
2023-01-13,232.7396697998047
2023-01-17,234.65350341796875
2023-01-18,236.4785919189453
2023-01-19,234.78176879882812
2023-01-20,239.1125946044922
2023-01-23,240.35560607910156
2023-01-24,240.7501983642578
2023-01-25,242.26943969726562
2023-01-26,244.429931640625
2023-01-27,250.29971313476562
2023-01-30,247.86302185058594
2023-01-31,247.92221069335938
2023-02-01,249.9051055908203
2023-02-02,261.9012145996094
2023-02-03,256.5345153808594
2023-02-06,257.7873840332031
2023-02-07,263.3119201660156
2023-02-08,262.96661376953125
2023-02-09,262.719970703125
2023-02-10,256.17938232421875
2023-02-13,259.888671875
2023-02-14,262.0293884277344
2023-02-15,263.6275939941406
2023-02-16,262.2958068847656
2023-02-17,263.2823181152344
2023-02-21,259.2572937011719
2023-02-22,257.0869445800781
2023-02-23,258.6160583496094
2023-02-24,255.61705017089844
2023-02-27,257.8367004394531
2023-02-28,256.8600769042969
2023-03-01,259.17840576171875
2023-03-02,261.0132751464844
2023-03-03,267.79071044921875
2023-03-06,266.71539306640625
2023-03-07,265.0481872558594
2023-03-08,266.02484130859375
2023-03-09,261.1119689941406
2023-03-10,257.70849609375
2023-03-13,256.5542297363281
2023-03-14,259.35595703125
2023-03-15,252.8350830078125
2023-03-16,260.7962646484375
2023-03-17,255.7058563232422
2023-03-20,258.941650390625
2023-03-21,263.0455627441406
2023-03-22,261.5953674316406
2023-03-23,262.5325622558594
2023-03-24,261.79266357421875
2023-03-27,262.5818786621094
2023-03-28,262.719970703125
2023-03-29,265.2454833984375
2023-03-30,265.2750549316406
2023-03-31,267.2875671386719
2023-04-03,267.2875671386719
2023-04-04,267.1790466308594
2023-04-05,266.90283203125
2023-04-06,268.27410888671875
2023-04-10,269.3099060058594
2023-04-11,270.52337646484375
2023-04-12,272.90087890625
2023-04-13,279.1258239746094
2023-04-14,281.680908203125
2023-04-17,277.2514343261719
2023-04-18,276.8173522949219
2023-04-19,274.8739318847656
2023-04-20,272.27935791015625
2023-04-21,274.2820129394531
2023-04-24,278.4045715332031
2023-04-25,275.44354248046875
2023-04-26,273.655029296875
2023-04-27,276.46697998046875
2023-04-28,276.8644714355469
2023-05-01,277.36126708984375
2023-05-02,274.0226745605469
2023-05-03,275.8708190917969
2023-05-04,289.9306640625
2023-05-05,294.9186706542969
2023-05-08,295.07763671875
2023-05-09,292.31536865234375
2023-05-10,290.3181457519531
2023-05-11,291.7390441894531
2023-05-12,294.382080078125
2023-05-15,291.1329345703125
2023-05-16,290.7355041503906
2023-05-17,291.4608154296875
2023-05-18,293.2791748046875
2023-05-19,296.33953857421875
2023-05-22,299.60858154296875
2023-05-23,288.0527038574219
2023-05-24,285.13140869140625
2023-05-25,284.77374267578125
2023-05-26,288.9072265625
2023-05-30,285.52886962890625
2023-05-31,284.8432922363281
2023-06-01,291.22235107421875
2023-06-02,296.697265625
2023-06-05,294.54107666015625
2023-06-06,295.2266845703125
2023-06-07,292.6531982421875
2023-06-08,296.33953857421875
2023-06-09,295.90234375
2023-06-12,298.66461181640625
2023-06-13,298.1976318359375
2023-06-14,300.8605651855469
2023-06-15,304.1593933105469
2023-06-16,306.0572204589844
2023-06-20,304.2090759277344
2023-06-21,306.33544921875
2023-06-22,305.3318786621094
2023-06-23,305.5603942871094
2023-06-26,304.5369567871094
2023-06-27,312.08856201171875
2023-06-28,315.9338684082031
2023-06-29,318.62664794921875
2023-06-30,323.1376953125
2023-07-03,323.7934875488281
2023-07-05,317.9708251953125
2023-07-06,311.5321044921875
2023-07-07,312.4859924316406
2023-07-10,316.2618103027344
2023-07-11,316.3611755371094
2023-07-12,320.6238098144531
2023-07-13,321.2994689941406
2023-07-14,326.6849365234375
2023-07-17,326.6153869628906
2023-07-18,324.2406311035156
2023-07-19,319.0439453125
2023-07-20,316.6294250488281
2023-07-21,315.98358154296875
2023-07-24,315.1390075683594
2023-07-25,314.0956726074219
2023-07-26,315.3277893066406
2023-07-27,315.248291015625
2023-07-28,319.769287109375
2023-07-31,318.3484191894531
2023-08-01,315.5960388183594
2023-08-02,311.5619201660156
2023-08-03,312.1581115722656
2023-08-04,309.46539306640625
2023-08-07,310.2503356933594
2023-08-08,308.9983825683594
2023-08-09,309.62432861328125
2023-08-10,312.7543029785156
2023-08-11,309.20703125
2023-08-14,313.55914306640625
2023-08-15,313.72802734375
2023-08-16,311.34332275390625
2023-08-17,304.0699768066406
2023-08-18,303.80169677734375
2023-08-21,309.9820556640625
2023-08-22,308.5810546875
2023-08-23,310.7968444824219
2023-08-24,305.5703430175781
2023-08-25,309.2765808105469
2023-08-28,311.3135070800781
2023-08-29,318.547119140625
2023-08-30,318.2490539550781
2023-08-31,315.71527099609375
2023-09-01,306.3553161621094
2023-09-05,303.22540283203125
2023-09-06,300.58233642578125
2023-09-07,296.88604736328125
2023-09-08,295.2962341308594
2023-09-11,300.7512512207031
2023-09-12,296.2203063964844
2023-09-13,297.1443786621094
2023-09-14,300.7413330078125
2023-09-15,299.0422058105469
2023-09-18,297.7703552246094
2023-09-19,297.2039794921875
2023-09-20,300.97979736328125
2023-09-21,289.7120666503906
