Date,RACE
2023-09-22,286.4132080078125
2023-09-25,286.2740783691406
2023-09-26,283.919189453125
2023-09-27,285.77728271484375
2023-09-28,292.56378173828125
2023-09-29,293.6567687988281
2023-10-02,294.7000732421875
2023-10-03,292.6730651855469
2023-10-04,297.6809387207031
2023-10-05,298.0386657714844
2023-10-06,303.45391845703125
2023-10-09,298.5950927734375
2023-10-10,303.26513671875
2023-10-11,307.84576416015625
2023-10-12,307.1005554199219
2023-10-13,310.03173828125
2023-10-16,313.0325012207031
2023-10-17,307.59735107421875
2023-10-18,301.55609130859375
2023-10-19,299.469482421875
2023-10-20,299.77752685546875
2023-10-23,301.4269104003906
2023-10-24,298.98260498046875
2023-10-25,297.4027404785156
2023-10-26,295.21673583984375
2023-10-27,296.33953857421875
2023-10-30,297.48223876953125
2023-10-31,299.7178955078125
2023-11-01,303.03662109375
2023-11-02,321.3591003417969
2023-11-03,329.2981872558594
2023-11-06,331.3748779296875
2023-11-07,331.2456970214844
2023-11-08,335.0711669921875
2023-11-09,333.7496643066406
2023-11-10,337.396240234375
2023-11-13,339.10528564453125
2023-11-14,351.4958190917969
2023-11-15,349.43902587890625
2023-11-16,351.7541809082031
2023-11-17,357.0502014160156
2023-11-20,361.99847412109375
2023-11-21,358.7890625
2023-11-22,361.9289245605469
2023-11-24,365.0986022949219
2023-11-27,367.304443359375
2023-11-28,365.9233093261719
2023-11-29,364.0851135253906
2023-11-30,356.672607421875
2023-12-01,354.7151794433594
2023-12-04,351.38653564453125
2023-12-05,359.9317321777344
2023-12-06,359.37530517578125
2023-12-07,361.4320983886719
2023-12-08,364.4129943847656
2023-12-11,369.58978271484375
2023-12-12,368.9836730957031
2023-12-13,367.54290771484375
2023-12-14,361.5314636230469
2023-12-15,352.2410583496094
2023-12-18,344.6994323730469
2023-12-19,346.4382629394531
2023-12-20,336.9093933105469
2023-12-21,333.9085998535156
2023-12-22,332.48773193359375
2023-12-26,333.7496643066406
2023-12-27,336.18402099609375
2023-12-28,334.8028869628906
2023-12-29,336.2734375
